DATE    ,OPEN  ,LOW   ,HI    
20161208,772.48,767.23,778.18
20161207,761,755.8,771.36
20161206,764.73,757.34,768.83
20161205,757.71,752.9,763.9
20161202,744.59,743.1,754
20161201,757.44,737.02,759.85
20161130,770.07,754.83,772.99
20161129,771.53,768.24,778.5
20161128,760,759.8,779.53
20161125,764.26,760.52,765
20161123,767.73,755.25,768.28
20161122,772.63,767,776.96
20161121,762.61,760.6,769.7
20161118,771.37,760,775
20161117,766.92,764.23,772.7
20161116,755.2,750.51,766.36
20161115,746.97,746.97,764.42
20161114,755.6,727.54,757.85
20161111,756.54,750.38,760.78
20161110,791.17,752.18,791.17
20161109,779.94,771.67,791.23
20161108,783.4,780.19,795.63
20161107,774.5,772.55,785.19
20161104,750.66,750.56,770.36
20161103,767.25,759.03,769.95
20161102,778.2,763.45,781.65
20161101,782.89,775.54,789.49
20161031,795.47,784,796.86
20161028,808.35,793.59,815.49
20161027,801,791.5,803.49
20161026,806.34,796.32,806.98
20161025,816.68,805.14,816.68
20161024,804.9,804.82,815.18
20161021,795,794,799.5
20161020,803.3,796.03,803.97
20161019,798.86,797.64,804.63
20161018,787.85,785.56,801.61
20161017,779.8,777.5,785.85
20161014,781.65,776,783.95
20161013,781.22,773,781.22
20161012,783.76,782.06,788.13
20161011,786.66,780.58,792.28
20161010,777.71,775.87,789.38
20161007,779.66,770.75,779.66
20161006,779,775.54,780.48
20161005,779.31,775.65,782.07
20161004,776.03,772.89,778.71
20161003,774.25,769.5,776.06
20160930,776.33,774.09,780.94
20160929,781.44,774.23,785.8
20160928,777.85,774.97,781.81
20160927,775.5,774.31,785.99
20160926,782.74,773.07,782.74
20160923,786.59,784.15,788.93
20160922,780,778.44,789.85
20160921,772.66,768.3,777.16
20160920,769,768.53,773.33
20160919,772.42,764.44,774
20160916,769.75,764.66,769.75
20160915,762.89,759.96,773.8
20160914,759.61,759.11,767.68
20160913,764.48,755.8,766.22
20160912,755.13,754,770.29
20160909,770.1,759.66,773.24
20160908,778.59,773.58,780.35
20160907,780,776.2,782.73
20160906,773.45,771,782
20160902,773.01,768.41,773.92
20160901,769.25,764.3,771.02
20160831,767.01,765.38,769.09
20160830,769.33,766.84,774.47
20160829,768.74,766.62,774.99
20160826,769,765.85,776.08
20160825,767,763.18,771.89
20160824,770.58,767.07,774.5
20160823,775.48,771.78,776.44
20160822,773.27,770.05,774.54
20160819,775,773.13,777.1
20160818,780.01,777,782.86
20160817,777.32,773.53,780.81
20160816,780.3,773.44,780.98
20160815,783.75,780.11,787.49
20160812,781.5,780.4,783.4
20160811,785,782.97,789.75
20160810,783.75,782.78,786.81
20160809,781.1,780.57,788.94
20160808,782,778.09,782.63
20160805,773.78,772.34,783.04
20160804,772.22,768.8,774.07
20160803,767.18,766.82,773.21
20160802,768.69,767.85,775.84
20160801,761.09,761.09,780.43
20160729,772.71,766.77,778.55
20160728,747.04,739.3,748.65
20160727,738.28,737,744.46
20160726,739.04,734.27,741.69
20160725,740.67,737.5,742.61
20160722,741.86,736.56,743.24
20160721,740.36,735.83,741.69
20160720,737.33,737.1,742.13
20160719,729.89,729,736.99
20160718,722.71,721.19,736.13
20160715,725.73,719.06,725.74
20160714,721.58,718.03,722.21
20160713,723.62,716.85,724
20160712,719.12,715.91,722.94
20160711,708.05,707.24,716.51
20160708,699.5,696.44,705.71
20160707,698.08,688.22,698.2
20160706,689.98,689.09,701.68
20160705,696.06,688.88,696.94
20160701,692.2,692.13,700.65
20160630,685.47,683.65,692.32
20160629,683,681.41,687.43
20160628,678.97,673,680.33
20160627,671,663.28,672.3
20160624,675.17,673.45,689.4
20160623,697.45,687,701.95
20160622,699.06,693.08,700.86
20160621,698.4,692.01,702.77
20160620,698.77,693.41,702.48
20160617,708.65,688.45,708.82
20160616,714.91,703.26,716.65
20160615,719,717.31,722.98
20160614,716.48,713.12,722.47
20160613,716.51,716.51,725.44
20160610,719.47,716.43,725.89
20160609,722.87,722.34,729.54
20160608,723.96,720.58,728.57
20160607,719.84,716.55,721.98
20160606,724.91,714.61,724.91
20160603,729.27,720.56,729.49
20160602,732.5,724.17,733.02
20160601,734.53,730.66,737.21
20160531,731.74,731.26,739.73
20160527,724.01,724,733.94
20160526,722.87,720.28,728.33
20160525,720.76,719.7,727.51
20160524,706.86,706.86,720.97
20160523,706.53,704.18,711.48
20160520,701.62,700.52,714.58
20160519,702.36,696.8,706
20160518,703.67,700.63,711.6
20160517,715.99,704.11,721.52
20160516,709.13,705.65,718.48
20160513,711.93,709.26,716.66
20160512,717.06,709,719.25
20160511,723.41,712.8,724.48
20160510,716.75,715.72,723.5
20160509,712,710,718.71
20160506,698.38,698.11,711.86
20160505,697.7,695.72,702.32
20160504,690.49,689.01,699.75
20160503,696.87,692,697.84
20160502,697.63,691,700.64
20160429,690.7,689,697.62
20160428,708.26,689.55,714.17
20160427,707.29,692.37,708.98
20160426,725.42,703.03,725.77
20160425,716.1,715.59,723.93
20160422,726.3,713.61,736.12
20160421,755.38,749.55,760.45
20160420,758,750.01,758.13
20160419,769.51,749.33,769.9
20160418,760.46,757.3,768.05
20160415,753.98,752.69,761
20160414,754.01,752.7,757.31
20160413,749.16,744.26,754.38
20160412,738,731.01,743.83
20160411,743.02,736.05,745
20160408,743.97,735.55,745.45
20160407,745.37,736.28,747
20160406,735.77,735.56,746.24
20160405,738,735.37,742.8
20160404,750.06,742.43,752.8
20160401,738.6,737,750.34
20160331,749.25,740.94,750.85
20160330,750.1,748.74,757.88
20160329,734.59,728.76,747.25
20160328,736.79,732.5,738.99
20160324,732.01,731,737.75
20160323,742.36,736.15,745.72
20160322,737.46,737.46,745
20160321,736.5,733.52,742.5
20160318,741.86,731.83,742
20160317,736.45,736,743.07
20160316,726.37,724.51,737.47
20160315,726.92,724.77,732.29
20160314,726.81,725.15,735.5
20160311,720,717.12,726.92
20160310,708.12,703.36,716.44
20160309,698.47,694,705.68
20160308,688.59,685.34,703.79
20160307,706.9,686.9,708.09
20160304,714.99,706.02,716.49
20160303,718.68,706.02,719.45
20160302,719,712,720
20160301,703.62,699.77,718.81
20160229,700.32,697.68,710.89
20160226,708.58,700.86,713.43
20160225,700.01,690.58,705.98
20160224,688.92,680.78,700
20160223,701.45,693.58,708.4
20160222,707.45,702.51,713.24
20160219,695.03,694.05,703.08
20160218,710,696.03,712.35
20160217,699,691.38,709.75
20160216,692.98,685.05,698
20160212,690.26,678.6,693.75
20160211,675,668.87,689.35
20160210,686.86,682.13,701.31
20160209,672.32,668.77,699.9
20160208,667.85,663.06,684.03
20160205,703.87,680.15,703.99
20160204,722.81,701.86,727
20160203,770.22,720.5,774.5
20160202,784.5,764.65,789.87
20160201,750.46,743.27,757.86
20160129,731.53,726.8,744.99
20160128,722.22,712.35,733.69
20160127,713.67,694.39,718.24
20160126,713.85,706.48,718.28
20160125,723.58,710.01,729.68
20160122,723.6,720.12,728.13
20160121,702.18,694.46,719.19
20160120,688.61,673.26,706.85
20160119,703.3,693.41,709.98
20160115,692.29,685.37,706.74
20160114,705.38,689.1,721.92
20160113,730.85,698.61,734.74
20160112,721.68,717.32,728.75
20160111,716.61,703.54,718.86
20160108,731.45,713,733.23
20160107,730.31,719.06,738.5
20160106,730,728.92,747.18
20160105,746.45,738.64,752
20160104,743,731.26,744.06
20151231,769.5,758.34,769.5
20151230,776.6,766.9,777.6
20151229,766.69,766.43,779.98
20151228,752.92,749.52,762.99
20151224,749.55,746.62,751.35
20151223,753.47,744,754.21
20151222,751.65,745.53,754.85
20151221,746.13,740,750
20151218,746.51,738.15,754.13
20151217,762.42,749,762.68
20151216,750,739.44,760.59
20151215,753,743.01,758.08
20151214,741.79,724.17,748.73
20151211,741.16,736.75,745.71
20151210,752.85,743.83,755.85
20151209,759.17,737,764.23
20151208,757.89,754.2,764.8
20151207,767.77,755.09,768.73
20151204,753.1,750,768.49
20151203,766.01,745.63,769
20151202,768.9,758.96,775.96
20151201,747.11,746.7,768.95
20151130,748.81,741.27,754.93
20151127,748.46,747.49,753.41
20151125,748.14,746.06,752
20151124,752,737.63,755.28
20151123,757.45,751.82,762.71
20151120,746.53,743,757.92
20151119,738.74,737.43,742
20151118,727.58,727,741.41
20151117,729.29,723.03,731.84
20151116,715.6,711.33,729.49
20151113,729.17,716.73,731.15
20151112,731,728.64,737.8
20151111,732.46,730.23,741
20151110,724.4,718.5,730.59
20151109,730.2,719.43,734.71
20151106,731.5,727.01,735.41
20151105,729.47,729.47,739.48
20151104,722,721.9,733.1
20151103,718.86,714.72,724.65
20151102,711.06,705.85,721.62
20151030,715.73,710.05,718
20151029,710.5,710.01,718.26
20151028,707.33,703.08,712.98
20151027,707.38,704.55,713.62
20151026,701.55,701.26,719.15
20151023,727.5,701.5,730
20151022,646.7,644.01,657.8
20151021,654.15,641.73,655.87
20151020,664.04,644.2,664.72
20151019,661.18,659.58,666.82
20151016,664.11,657.2,664.97
20151015,654.66,654.46,663.13
20151014,653.21,648.85,659.39
20151013,643.15,643.15,657.81
20151012,642.09,639.01,648.5
20151009,640,635.32,645.99
20151008,641.36,625.56,644.45
20151007,649.24,632.15,650.61
20151006,638.84,636.53,649.25
20151005,632,627,643.01
20151002,607.2,603.13,627.34
20151001,608.37,599.85,612.09
20150930,603.28,600.73,608.76
20150929,597.28,590.22,605
20150928,610.34,589.38,614.6
20150925,629.77,611,629.77
20150924,616.64,612.4,627.32
20150923,622.05,620,628.93
20150922,627,615.43,627.55
20150921,634.4,625.94,636.49
20150918,636.79,627.02,640
20150917,637.79,635.02,650.9
20150916,635.47,632.32,637.95
20150915,626.7,623.78,638.7
20150914,625.7,619.43,625.86
20150911,619.75,617.42,625.78
20150910,613.1,611.43,624.16
20150909,621.22,609.6,626.52
20150908,612.49,604.12,616.31
20150904,600,595.25,603.47
20150903,617,602.82,619.71
20150902,605.59,599.71,614.34
20150901,602.36,594.1,612.86
20150831,627.54,617.68,635.8
20150828,632.82,624.56,636.88
20150827,639.4,622,643.59
20150826,610.35,599.05,631.71
20150825,614.91,581.11,617.45
20150824,573,565.05,614
20150821,639.78,612.33,640.05
20150820,655.46,642.9,662.99
20150819,656.6,654.19,667
20150818,661.9,653.46,664
20150817,656.8,651.24,661.38
20150814,655.01,652.66,659.86
20150813,659.32,651.66,664.5
20150812,663.08,652.29,665
20150811,669.2,654.27,674.9
20150810,639.48,631.25,643.44
20150807,640.23,629.71,642.68
20150806,645,632.25,645.38
20150805,634.33,633.16,647.86
20150804,628.42,627.16,634.81
20150803,625.34,625.34,633.06
20150731,631.38,625.5,632.91
20150730,630,622.05,635.22
20150729,628.8,622.65,633.36
20150728,632.83,623.31,632.83
20150727,621,620.5,634.3
20150724,647,622.52,648.17
20150723,661.27,641,663.63
20150722,660.89,659,678.64
20150721,655.21,654.3,673
20150720,659.24,653.01,668.88
20150717,649,645,674.47
20150716,565.12,565,580.68
20150715,560.13,556.79,566.5
20150714,546.76,546.71,565.85
20150713,532.88,532.4,547.11
20150710,526.29,525.55,532.56
20150709,523.12,520.35,523.77
20150708,521.05,516.11,522.73
20150707,523.13,515.18,526.18
20150706,519.5,519,525.25
20150702,521.08,521.08,524.65
20150701,524.73,518.23,525.69
20150630,526.02,520.5,526.25
20150629,525.01,520.54,528.61
20150626,537.26,531.35,537.76
20150625,538.87,535.23,540.9
20150624,540,535.66,540
20150623,539.64,535.25,541.5
20150622,539.59,537.53,543.74
20150619,537.21,533.01,538.25
20150618,531,530.79,538.15
20150617,529.37,525.1,530.98
20150616,528.4,525.56,529.64
20150615,528,524,528.3
20150612,531.6,530.16,533.12
20150611,538.42,533.02,538.98
20150610,529.36,529.35,538.36
20150609,527.56,523.01,529.2
20150608,533.31,526.24,534.12
20150605,536.35,532.52,537.2
20150604,537.76,534.32,540.59
20150603,539.91,537.11,543.5
20150602,532.93,531.33,543
20150601,536.79,529.76,536.79
20150529,537.37,531.45,538.63
20150528,538.01,536.25,540.61
20150527,532.8,531.71,540.55
20150526,538.12,529.88,539
20150522,540.15,539.51,544.19
20150521,537.95,535.98,543.84
20150520,538.49,532.97,542.92
20150519,533.98,533.04,540.66
20150518,532.01,528.85,534.82
20150515,539.18,530.38,539.27
20150514,533.77,532.41,539
20150513,530.56,528.66,534.32
20150512,531.6,525.26,533.21
20150511,538.37,535.4,541.98
20150508,536.65,536,541.15
20150507,523.99,521.75,533.46
20150506,531.24,521.08,532.38
20150505,538.21,530.39,539.74
20150504,538.53,535.06,544.07
20150501,538.43,532.1,539.54
20150430,547.87,535.05,548.59
20150429,550.47,546.9,553.68
20150428,554.64,550.37,556.02
20150427,563.39,553.2,565.95
20150424,566.1,557.25,571.14
20150423,541,540.23,550.96
20150422,534.4,531.75,541.08
20150421,537.51,533.68,539.39
20150420,525.6,524.5,536.09
20150417,528.66,521.01,529.84
20150416,529.9,529.61,535.59
20150415,528.7,523.22,534.73
20150414,536.25,528.09,537.57
20150413,538.41,537.31,544.06
20150410,542.29,537.31,542.29
20150409,541.03,535.49,541.95
20150408,538.38,538.38,543.85
20150407,538.08,536,542.69
20150406,532.22,529.57,538.41
20150402,540.85,533.85,540.85
20150401,548.6,539.5,551.14
20150331,550,546.72,554.71
20150330,551.62,548.17,553.47
20150327,553,548.13,555.28
20150326,557.59,550.65,558.9
20150325,570.5,558.74,572.26
20150324,562.56,561.21,574.59
20150323,560.43,555.83,562.36
20150320,561.65,559.05,561.72
20150319,559.39,556.14,560.8
20150318,552.5,547,559.78
20150317,551.71,548,553.8
20150316,550.95,546,556.85
20150313,553.5,544.22,558.4
20150312,553.51,550.46,556.37
20150311,555.14,550.68,558.14
20150310,564.25,554.73,564.85
20150309,566.86,563.54,570.27
20150306,574.88,566.76,576.68
20150305,575.02,573.41,577.91
20150304,571.87,568.01,577.11
20150303,570.45,566.52,575.39
20150302,560.53,558.75,572.15
20150227,554.24,552.9,564.71
20150226,543.21,541.5,556.14
20150225,535.9,535.44,546.22
20150224,530,528.25,536.79
20150223,536.05,529.41,536.44
20150220,543.13,535.8,543.75
20150219,538.04,538.01,543.11
20150218,541.4,537.51,545.49
20150217,546.83,541.09,550
20150213,543.35,543.13,549.91
20150212,537.25,534.67,544.82
20150211,535.3,533.38,538.45
20150210,529.3,526.92,537.7
20150209,528,526.02,532
20150206,527.64,526.41,537.2
20150205,523.79,522.09,528.5
20150204,529.24,521.27,532.67
20150203,528,523.26,533.4
20150202,531.73,518.55,533
20150130,515.86,515.52,539.87
20150129,511,501.2,511.09
20150128,522.78,510,522.99
20150127,529.97,518.19,530.7
20150126,538.53,529.67,539
20150123,535.59,533,542.17
20150122,521.48,519.7,536.33
20150121,507.25,506.2,519.28
20150120,511,506.02,512.5
20150116,500.01,500,508.19
20150115,505.57,497.76,505.68
20150114,494.65,493,503.23
20150113,498.84,492.39,502.98
20150112,494.94,487.56,495.98
20150109,504.76,494.79,504.92
20150108,497.99,491,503.48
20150107,507,499.65,507.24
20150106,515,501.05,516.18
20150105,523.26,513.06,524.33
20150102,529.01,524.1,531.27
20141231,531.25,525.8,532.6
20141230,528.09,527.13,531.15
20141229,532.19,530.01,535.48
20141226,528.77,527.31,534.25
20141224,530.51,527.02,531.76
20141223,527,526.29,534.56
20141222,516.08,516.08,526.46
20141219,511.51,506.91,517.72
20141218,512.95,504.7,513.87
20141217,497,496.81,507
20141216,511.56,489,513.05
20141215,522.74,513.27,523.1
20141212,523.51,518.66,528.5
20141211,527.8,527.1,533.92
20141210,533.08,525.56,536.33
20141209,522.14,520.5,534.19
20141208,527.13,523.79,531
20141205,531,524.28,532.89
20141204,531.16,528.59,537.34
20141203,531.44,529.26,536
20141202,533.51,529.8,535.5
20141201,538.9,531.86,541.41
20141128,540.62,536.6,542
20141126,540.88,537.04,541.55
20141125,539,538.6,543.98
20141124,537.65,535.62,542.7
20141121,541.61,536.56,542.14
20141120,531.25,531.08,535.11
20141119,535,530.08,538.24
20141118,537.5,534.17,541.94
20141117,543.58,534.06,543.79
20141114,546.68,542.15,546.68
20141113,549.8,543.48,549.8
20141112,550.39,545.17,550.46
20141111,548.49,546.3,551.94
20141110,541.46,541.02,549.59
20141107,546.21,538.67,546.21
20141106,545.5,540.97,546.88
20141105,556.8,544.05,556.8
20141104,553,549.3,555.5
20141103,555.5,553.23,557.9
20141031,559.35,554.75,559.57
20141030,548.95,543.51,552.8
20141029,550,546.98,554.19
20141028,543,541.62,548.98
20141027,537.03,537.03,544.41
20141024,544.36,535.79,544.88
20141023,539.32,535.85,547.22
20141022,529.89,528.8,539.8
20141021,525.19,519.11,526.79
20141020,509.45,508.1,521.76
20141017,527.25,508.53,530.98
20141016,519,515,529.43
20141015,531.01,518.3,532.8
20141014,538.9,533.17,547.19
20141013,544.99,533.1,549.5
20141010,557.72,544.05,565.13
20141009,571.18,559.06,571.49
20141008,565.57,557.49,573.88
20141007,574.4,563.74,575.27
20141006,578.8,574.44,581
20141003,573.05,572.5,577.22
20141002,567.31,563.32,571.91
20141001,576.01,567.01,577.58
20140930,576.93,572.85,579.85
20140929,571.75,571.17,578.19
20140926,576.06,574.66,579.25
20140925,587.55,574.18,587.98
20140924,581.46,580.52,589.63
20140923,586.85,581,586.85
20140922,593.82,583.46,593.95
20140919,591.5,589.5,596.48
20140918,587,585,589.54
20140917,580.01,578.78,587.52
20140916,572.76,572.66,581.5
20140915,572.94,568.21,574.95
20140912,581,574.46,581.64
20140911,580.36,576.26,581.81
20140910,581.5,576.94,583.5
20140909,588.9,580,589
20140908,586.6,586.3,591.77
20140905,583.98,581.95,586.55
20140904,580,579.22,586
20140903,580,575,582.99
20140902,571.85,571.19,577.83
20140829,571.33,567.07,572.04
20140828,569.56,567.1,573.25
20140827,577.27,570.1,578.49
20140826,581.26,576.58,581.8
20140825,584.72,579,585
20140822,583.59,580.64,585.24
20140821,583.82,581.14,584.5
20140820,585.88,582.57,586.7
20140819,585,584,587.34
20140818,576.11,576,584.51
20140815,577.86,570.52,579.38
20140814,576.18,570.88,577.9
20140813,567.31,565.75,575
20140812,564.52,560.88,565.9
20140811,569.99,566,570.49
20140808,563.56,560.35,570.25
20140807,568,561.1,569.89
20140806,561.78,560,570.7
20140805,570.05,562.61,571.98
20140804,569.04,564.1,575.35
20140801,570.4,562.85,575.96
20140731,580.6,570,583.65
20140730,586.55,584,589.5
20140729,588.75,583.52,589.7
20140728,588.07,584.75,592.5
20140725,590.4,587.03,591.86
20140724,596.45,591.77,599.5
20140723,593.23,592.5,597.85
20140722,590.72,590.6,599.65
20140721,591.75,585.23,594.4
20140718,593,582,596.8
20140717,579.53,568.61,580.99
20140716,588,582.2,588.4
20140715,585.74,576.56,585.8
20140714,582.6,578.03,585.21
20140711,571.91,571.42,580.85
20140710,565.91,565.01,576.59
20140709,571.58,569.38,576.72
20140708,577.66,566.14,579.53
20140707,583.76,579.59,586.43
20140703,583.35,580.92,585.01
20140702,583.35,580.39,585.44
20140701,578.32,576.65,584.4
20140630,578.66,574.75,579.57
20140627,577.18,573.8,579.87
20140626,581,571.85,582.45
20140625,565.26,565.22,579.96
20140624,565.19,561.01,572.65
20140623,555.15,554.25,565
20140620,556.85,550.39,557.58
20140619,554.24,548.51,555
20140618,544.86,544,553.56
20140617,544.2,539.33,545.32
20140616,549.26,541.52,549.62
20140613,552.26,545.56,552.3
20140612,557.3,548.46,557.99
20140611,558,555.02,559.88
20140610,560.51,557.9,563.6
20140609,557.15,556.04,562.9
20140606,558.06,548.93,558.06
20140605,546.4,544.45,554.95
20140604,541.5,538.75,548.61
20140603,550.99,542.55,552.34
20140602,560.7,545.73,560.9
20140530,560.8,555.91,561.35
20140529,563.35,558.71,564
20140528,564.57,561,567.84
20140527,556,554.35,566
20140523,547.26,543.7,553.64
20140522,541.13,540.78,547.6
20140521,532.9,531.91,539.18
20140520,529.74,526.3,536.23
20140519,519.7,517.58,529.78
20140516,521.39,515.44,521.8
20140515,525.7,517.42,525.87
20140514,533,525.29,533
20140513,530.89,529.51,536.07
20140512,523.51,519.01,530.19
20140509,510.75,504.2,519.9
20140508,508.46,506.45,517.23
20140507,515.79,503.3,516.68
20140506,525.23,515.06,526.81
20140505,524.82,521.32,528.9
20140502,533.76,525.61,534
20140501,527.11,523.88,532.93
20140430,527.6,522.52,528
20140429,516.9,516.32,529.46
20140428,517.18,502.8,518.6
20140425,522.51,515.42,524.7
20140424,530.07,522.12,531.65
20140423,533.79,526.25,533.87
20140422,528.64,527.51,537.23
20140421,536.1,525.6,536.7
20140417,548.81,531.15,549.5
20140416,543,540,557
20140415,536.82,518.46,538.45
20140414,538.25,529.56,544.1
20140411,532.55,526.53,540
20140410,565,539.9,565
20140409,559.62,552.95,565.37
20140408,542.6,541.61,555
20140407,540.74,527.15,548.48
20140404,574.65,543,577.77
20140403,569.85,564.13,587.28
20140402,282.43,561.44,571.83
20140401,559.57,558.44,568.18
20140331,564.63,555.87,566.93
20140328,558.94,558.33,566.03
20140327,564.86,550.5,565.4
20140326,580.42,565.18,585.2
20140325,582.42,572.93,584.34
20140324,591.5,572.4,591.86
20140321,602.55,590.63,604.21
20140320,599.38,597.08,604.2
20140319,605.29,596.61,605.39
20140318,596.74,595.93,605.16
20140317,589.04,588.47,597.94
20140314,590.4,585.68,594.84
20140313,603.37,591.79,604.64
20140312,597.6,591.5,603.32
20140311,606.28,597.72,606.55
20140310,607.24,601.44,608.21
20140307,612.79,605.11,612.88
20140306,610.53,608.69,612.46
20140305,606.92,605.1,610.93
20140304,606.89,604.15,607.39
20140303,602.77,595.47,603.32
20140228,609.56,602.51,611.48
20140227,608.59,607.9,611.5
20140226,611.39,606.27,613.83
20140225,607.36,604.61,611.64
20140224,602.08,601.95,609.47
20140221,603.3,600.82,604.33
